,mac_addr,slot_id,rl_sinr,rl_mod_code_pt,databus_timestamp,year,month,day
210,00:a0:bc:87:86:c2,21,4.3,rl_qpsk_3_8,1533748250,2018,8,8
211,00:a0:bc:87:86:c2,4,5.07,rl_qpsk_3_8,1533748250,2018,8,8
212,00:a0:bc:87:86:c2,4,5.72,rl_qpsk_3_8,1533748310,2018,8,8
213,00:a0:bc:87:86:c2,21,4.8,rl_qpsk_3_8,1533748310,2018,8,8
214,00:a0:bc:87:86:c2,4,4.47,rl_qpsk_3_8,1533748370,2018,8,8
215,00:a0:bc:87:86:c2,21,4.75,rl_qpsk_3_8,1533748370,2018,8,8
216,00:a0:bc:87:86:c2,21,4.75,rl_qpsk_3_8,1533748430,2018,8,8
217,00:a0:bc:87:86:c2,4,4.73,rl_qpsk_3_8,1533748430,2018,8,8
218,00:a0:bc:87:86:c2,21,4.67,rl_qpsk_3_8,1533748490,2018,8,8
219,00:a0:bc:87:86:c2,4,4.73,rl_qpsk_3_8,1533748490,2018,8,8
220,00:a0:bc:87:86:c2,4,5.78,rl_qpsk_3_8,1533748550,2018,8,8
221,00:a0:bc:87:86:c2,21,5.5,rl_qpsk_3_8,1533748550,2018,8,8
222,00:a0:bc:87:86:c2,4,6.17,rl_qpsk_3_8,1533748610,2018,8,8
